date,enter_station,leave_station,sum_counts,rank
2021-10,台北車站,士林,57681,35
2021-10,西門,市政府,57665,36
2021-10,市政府,西門,57588,37
2021-10,市政府,忠孝復興,57160,38
2021-10,頂溪,台北車站,54819,39
2021-10,市政府,南港展覽館,54327,40
2021-10,圓山,台北車站,51791,41
2021-10,台北車站,圓山,51734,42
2021-10,BL板橋,海山,51681,43
2021-10,市政府,後山埤,50400,44
2021-10,台北車站,古亭,49712,45
2021-10,古亭,台北車站,49219,46
2021-10,新埔,市政府,49205,47
2021-10,台北車站,芝山,49008,48
2021-10,市政府,新埔,48634,49
2021-10,海山,BL板橋,48600,50
2021-11,台北車站,市政府,134664,1
2021-11,市政府,台北車站,131259,2
2021-11,西門,台北車站,125782,3
2021-11,台北車站,西門,121348,4
2021-11,台北車站,忠孝復興,96180,5
2021-11,忠孝復興,台北車站,93538,6
2021-11,淡水,台北車站,91778,7
2021-11,台北車站,淡水,82255,8
2021-11,台北車站,台北101/世貿,78853,9
2021-11,台北101/世貿,台北車站,78830,10
2021-11,台北車站,石牌,77431,11
2021-11,劍潭,台北車站,76226,12
2021-11,石牌,台北車站,74391,13
2021-11,南港展覽館,市政府,72423,14
2021-11,忠孝新生,台北車站,72355,15
2021-11,台北車站,忠孝敦化,72079,16
2021-11,公館,台北車站,72045,17
2021-11,中正紀念堂,台北車站,71951,18
2021-11,台北車站,劍潭,71484,19
2021-11,士林,台北車站,70864,20
2021-11,新埔,BL板橋,70345,21
2021-11,忠孝敦化,台北車站,70321,22
2021-11,台北車站,忠孝新生,69947,23
2021-11,台北車站,公館,69158,24
2021-11,市政府,忠孝復興,68855,25
2021-11,台北車站,中山,68326,26
2021-11,市政府,南港,67936,27
2021-11,中山,台北車站,67640,28
2021-11,台北車站,士林,67576,29
2021-11,忠孝復興,市政府,67188,30
2021-11,台北車站,中正紀念堂,66032,31
2021-11,南港,市政府,65269,32
2021-11,忠孝敦化,市政府,64876,33
2021-11,市政府,忠孝敦化,64690,34
2021-11,台北車站,頂溪,64445,35
2021-11,BL板橋,新埔,63538,36
2021-11,市政府,南港展覽館,63278,37
2021-11,市政府,西門,61698,38
2021-11,西門,市政府,61456,39
2021-11,頂溪,台北車站,58557,40
2021-11,BL板橋,海山,56660,41
2021-11,圓山,台北車站,56107,42
2021-11,台北車站,芝山,55846,43
2021-11,台北車站,圓山,55658,44
2021-11,台北車站,新埔,55346,45
2021-11,台北車站,古亭,55272,46
2021-11,台北車站,善導寺,55107,47
2021-11,善導寺,台北車站,54857,48
2021-11,芝山,台北車站,54375,49
2021-11,古亭,台北車站,54316,50
2021-12,台北車站,市政府,175672,1
2021-12,市政府,台北車站,170525,2
2021-12,台北車站,西門,160820,3
2021-12,西門,台北車站,157544,4
2021-12,台北車站,台北101/世貿,113667,5
2021-12,台北101/世貿,台北車站,110464,6
2021-12,淡水,台北車站,107340,7
2021-12,西門,BL板橋,105167,8
2021-12,台北車站,忠孝復興,99805,9
2021-12,忠孝復興,台北車站,97089,10
2021-12,台北車站,淡水,93226,11
2021-12,新埔,BL板橋,92308,12
2021-12,BL板橋,西門,91888,13
2021-12,忠孝敦化,市政府,88149,14
2021-12,台北車站,中山,87340,15
2021-12,台北車站,忠孝敦化,87236,16
2021-12,劍潭,台北車站,85736,17
2021-12,中山,台北車站,84848,18
2021-12,公館,台北車站,84813,19
2021-12,台北車站,石牌,83881,20
2021-12,市政府,忠孝敦化,83825,21
2021-12,西門,市政府,83691,22
2021-12,中正紀念堂,台北車站,83105,23
2021-12,忠孝新生,台北車站,83051,24
2021-12,忠孝敦化,台北車站,83017,25
2021-12,市政府,南港,82918,26
2021-12,石牌,台北車站,82403,27
2021-12,BL板橋,新埔,82086,28
2021-12,士林,台北車站,81662,29
2021-12,南港展覽館,市政府,81645,30
2021-12,市政府,西門,81463,31
2021-12,台北車站,BL板橋,80272,32
2021-12,台北車站,忠孝新生,79949,33
2021-12,南港,市政府,78638,34
2021-12,台北車站,劍潭,78184,35
2021-12,台北車站,士林,77633,36
2021-12,台北車站,公館,76762,37
2021-12,台北車站,中正紀念堂,76571,38
2021-12,市政府,BL板橋,75826,39
2021-12,市政府,忠孝復興,74925,40
2021-12,忠孝復興,市政府,74808,41
2021-12,BL板橋,海山,72375,42
2021-12,南港,南港展覽館,72121,43
2021-12,台北車站,頂溪,71779,44
2021-12,市政府,南港展覽館,71663,45
2021-12,BL板橋,台北車站,69325,46
2021-12,BL板橋,江子翠,67694,47
2021-12,海山,BL板橋,67048,48
2021-12,南港展覽館,南港,67021,49
2021-12,BL板橋,市政府,66521,50
2022-01,台北車站,市政府,115752,1
2022-01,西門,台北車站,113043,2
2022-01,市政府,台北車站,111293,3
2022-01,台北車站,西門,107273,4
2022-01,淡水,台北車站,78871,5
2022-01,台北車站,忠孝復興,78546,6
2022-01,忠孝復興,台北車站,76532,7
2022-01,忠孝新生,台北車站,68057,8
2022-01,台北車站,淡水,67913,9
2022-01,台北車站,忠孝敦化,67195,10
2022-01,中正紀念堂,台北車站,67088,11
2022-01,台北101/世貿,台北車站,66605,12
2022-01,台北車站,石牌,66403,13
2022-01,石牌,台北車站,66369,14
2022-01,新埔,BL板橋,65939,15
2022-01,台北車站,台北101/世貿,65440,16
2022-01,公館,台北車站,65237,17
2022-01,台北車站,忠孝新生,65072,18
2022-01,忠孝敦化,台北車站,64386,19
2022-01,忠孝敦化,市政府,64378,20
2022-01,市政府,忠孝敦化,63575,21
2022-01,中山,台北車站,63427,22
2022-01,劍潭,台北車站,63119,23
2022-01,台北車站,中山,62969,24
2022-01,台北車站,中正紀念堂,62530,25
2022-01,市政府,南港,61717,26
2022-01,南港,市政府,58691,27
2022-01,台北車站,頂溪,58326,28
2022-01,市政府,忠孝復興,57857,29
2022-01,台北車站,劍潭,57705,30
2022-01,南港展覽館,市政府,57450,31
2022-01,BL板橋,新埔,56767,32
2022-01,台北車站,公館,56726,33
2022-01,士林,台北車站,56167,34
2022-01,西門,市政府,55750,35
2022-01,頂溪,台北車站,55734,36
2022-01,市政府,西門,55255,37
2022-01,忠孝復興,市政府,54884,38
2022-01,台北車站,士林,54305,39
2022-01,市政府,南港展覽館,52343,40
2022-01,古亭,台北車站,50710,41
2022-01,台北車站,雙連,50517,42
2022-01,台北車站,新埔,50251,43
2022-01,BL板橋,海山,50225,44
2022-01,西門,BL板橋,50128,45
2022-01,台北車站,古亭,49533,46
2022-01,新埔,市政府,49123,47
2022-01,芝山,台北車站,49019,48
2022-01,海山,BL板橋,48778,49
2022-01,台北車站,芝山,48563,50
2022-02,西門,台北車站,107163,1
2022-02,台北車站,西門,106558,2
2022-02,台北車站,市政府,102869,3
2022-02,市政府,台北車站,97251,4
2022-02,淡水,台北車站,71808,5
2022-02,台北車站,淡水,70912,6
2022-02,台北車站,台北101/世貿,68931,7
2022-02,台北車站,忠孝復興,68337,8
2022-02,台北101/世貿,台北車站,65094,9
2022-02,忠孝復興,台北車站,64777,10
2022-02,台北車站,公館,61515,11
2022-02,忠孝新生,台北車站,61471,12
2022-02,台北車站,忠孝新生,61293,13
2022-02,台北車站,石牌,59815,14
2022-02,台北車站,頂溪,59033,15
2022-02,公館,台北車站,58922,16
2022-02,劍潭,台北車站,58381,17
2022-02,台北車站,中山,57269,18
2022-02,台北車站,忠孝敦化,57263,19
2022-02,台北車站,士林,57238,20
2022-02,台北車站,劍潭,57089,21
2022-02,新埔,BL板橋,56781,22
2022-02,忠孝敦化,市政府,55789,23
2022-02,市政府,忠孝敦化,54972,24
2022-02,中山,台北車站,54191,25
2022-02,BL板橋,新埔,53838,26
2022-02,石牌,台北車站,53796,27
2022-02,忠孝敦化,台北車站,53572,28
2022-02,士林,台北車站,53511,29
2022-02,市政府,南港,53382,30
2022-02,中正紀念堂,台北車站,52065,31
2022-02,台北車站,中正紀念堂,50971,32
2022-02,南港,市政府,50790,33
2022-02,市政府,西門,50443,34
2022-02,西門,市政府,50183,35
2022-02,台北車站,圓山,50105,36
2022-02,市政府,忠孝復興,49103,37
2022-02,BL板橋,海山,48469,38
2022-02,頂溪,台北車站,48264,39
2022-02,圓山,台北車站,47492,40
2022-02,南港展覽館,市政府,47460,41
2022-02,忠孝復興,市政府,46878,42
2022-02,BL板橋,江子翠,45340,43
2022-02,台北車站,古亭,45241,44
2022-02,台北車站,芝山,44396,45
2022-02,西門,BL板橋,43505,46
2022-02,市政府,南港展覽館,43461,47
2022-02,海山,BL板橋,43296,48
2022-02,台北車站,雙連,42967,49
2022-02,台北車站,信義安和,42550,50
2022-03,台北車站,市政府,135807,1
2022-03,市政府,台北車站,130108,2
2022-03,西門,台北車站,125744,3
2022-03,台北車站,西門,120861,4
2022-03,淡水,台北車站,100126,5
2022-03,台北車站,忠孝復興,87432,6
2022-03,台北車站,淡水,87395,7
2022-03,忠孝復興,台北車站,85132,8
2022-03,忠孝新生,台北車站,82921,9
2022-03,中正紀念堂,台北車站,82481,10
2022-03,劍潭,台北車站,80444,11
2022-03,台北車站,忠孝新生,79933,12
2022-03,台北車站,石牌,79792,13
2022-03,台北車站,台北101/世貿,78308,14
2022-03,公館,台北車站,78259,15
2022-03,台北車站,中正紀念堂,78077,16
2022-03,台北101/世貿,台北車站,77440,17
2022-03,石牌,台北車站,77069,18
2022-03,台北車站,忠孝敦化,75780,19
2022-03,台北車站,劍潭,73915,20
2022-03,台北車站,公館,73334,21
2022-03,忠孝敦化,台北車站,73268,22
2022-03,台北車站,中山,72486,23
2022-03,士林,台北車站,71647,24
2022-03,中山,台北車站,71556,25
2022-03,新埔,BL板橋,71035,26
2022-03,市政府,南港,69903,27
2022-03,忠孝敦化,市政府,68287,28
2022-03,台北車站,士林,67587,29
2022-03,市政府,忠孝敦化,67432,30
2022-03,南港展覽館,市政府,66734,31
2022-03,南港,市政府,66558,32
2022-03,台北車站,頂溪,65137,33
2022-03,BL板橋,新埔,63076,34
2022-03,台北車站,圓山,62995,35
2022-03,西門,市政府,61027,36
2022-03,市政府,西門,60654,37
2022-03,圓山,台北車站,60638,38
2022-03,市政府,忠孝復興,60501,39
2022-03,市政府,南港展覽館,59911,40
2022-03,台北車站,善導寺,58697,41
2022-03,善導寺,台北車站,58391,42
2022-03,台北車站,古亭,58268,43
2022-03,BL板橋,海山,58191,44
2022-03,頂溪,台北車站,57805,45
2022-03,古亭,台北車站,57572,46
2022-03,忠孝復興,市政府,57176,47
2022-03,台北車站,芝山,56942,48
2022-03,台北車站,信義安和,56441,49
2022-03,台北車站,雙連,56367,50
2022-04,台北車站,市政府,101231,1
2022-04,市政府,台北車站,94625,2
2022-04,西門,台北車站,90133,3
2022-04,台北車站,西門,89094,4
2022-04,淡水,台北車站,75765,5
2022-04,台北車站,淡水,66161,6
2022-04,台北車站,忠孝復興,65502,7
2022-04,忠孝復興,台北車站,63236,8
2022-04,台北車站,石牌,61428,9
2022-04,公館,台北車站,60092,10
2022-04,石牌,台北車站,60077,11
2022-04,忠孝新生,台北車站,59161,12
2022-04,台北車站,台北101/世貿,58829,13
2022-04,台北車站,公館,57745,14
2022-04,台北車站,忠孝新生,57710,15
2022-04,台北101/世貿,台北車站,57269,16
2022-04,中正紀念堂,台北車站,56951,17
2022-04,劍潭,台北車站,56683,18
2022-04,新埔,BL板橋,56242,19
2022-04,台北車站,忠孝敦化,55975,20
2022-04,台北車站,中山,55238,21
2022-04,台北車站,中正紀念堂,54036,22
2022-04,忠孝敦化,台北車站,53494,23
2022-04,中山,台北車站,53462,24
2022-04,市政府,南港,53286,25
2022-04,台北車站,劍潭,53072,26
2022-04,台北車站,頂溪,52684,27
2022-04,忠孝敦化,市政府,51736,28
2022-04,南港,市政府,50498,29
2022-04,市政府,忠孝敦化,50468,30
2022-04,BL板橋,新埔,50249,31
2022-04,南港展覽館,市政府,49623,32
2022-04,士林,台北車站,49493,33
2022-04,台北車站,士林,48560,34
2022-04,頂溪,台北車站,47837,35
2022-04,西門,市政府,46542,36
2022-04,市政府,西門,46193,37
2022-04,BL板橋,海山,45869,38
2022-04,台北車站,圓山,45460,39
2022-04,市政府,忠孝復興,45087,40
2022-04,台北車站,古亭,45065,41
2022-04,台北車站,芝山,45027,42
2022-04,市政府,南港展覽館,44642,43
2022-04,古亭,台北車站,44526,44
2022-04,圓山,台北車站,44196,45
2022-04,芝山,台北車站,44166,46
2022-04,忠孝復興,市政府,43621,47
2022-04,台北車站,信義安和,43575,48
2022-04,BL板橋,江子翠,43433,49
2022-04,台北車站,雙連,43065,50
2022-05,台北車站,市政府,74145,1
2022-05,市政府,台北車站,68891,2
2022-05,西門,台北車站,61309,3
2022-05,台北車站,西門,60691,4
2022-05,淡水,台北車站,50823,5
2022-05,台北車站,忠孝復興,49382,6
2022-05,忠孝復興,台北車站,47313,7
2022-05,台北車站,淡水,46740,8
2022-05,台北車站,石牌,45621,9
2022-05,石牌,台北車站,44004,10
2022-05,新埔,BL板橋,42712,11
2022-05,台北車站,忠孝敦化,42452,12
2022-05,忠孝新生,台北車站,41794,13
2022-05,中正紀念堂,台北車站,41074,14
2022-05,忠孝敦化,台北車站,40940,15
2022-05,台北車站,忠孝新生,40821,16
2022-05,忠孝敦化,市政府,40458,17
2022-05,公館,台北車站,40232,18
2022-05,台北車站,台北101/世貿,39931,19
2022-05,市政府,南港,39734,20
2022-05,台北車站,中正紀念堂,39639,21
2022-05,劍潭,台北車站,39482,22
2022-05,台北101/世貿,台北車站,39018,23
2022-05,台北車站,公館,38968,24
2022-05,台北車站,中山,38692,25
2022-05,台北車站,頂溪,38601,26
2022-05,南港展覽館,市政府,38551,27
2022-05,市政府,忠孝敦化,38389,28
2022-05,BL板橋,新埔,38166,29
2022-05,中山,台北車站,37561,30
2022-05,南港,市政府,37533,31
2022-05,台北車站,劍潭,37018,32
2022-05,西門,市政府,35498,33
2022-05,市政府,忠孝復興,35319,34
2022-05,市政府,南港展覽館,35235,35
2022-05,忠孝復興,市政府,34893,36
2022-05,台北車站,新埔,34659,37
2022-05,市政府,西門,34044,38
2022-05,頂溪,台北車站,33998,39
2022-05,台北車站,士林,33828,40
2022-05,BL板橋,江子翠,33716,41
2022-05,市政府,後山埤,33673,42
2022-05,BL板橋,海山,33617,43
2022-05,台北車站,信義安和,33195,44
2022-05,台北車站,古亭,33191,45
2022-05,江子翠,BL板橋,33043,46
2022-05,台北車站,雙連,32982,47
2022-05,市政府,永春,32757,48
2022-05,士林,台北車站,32587,49
2022-05,新埔,市政府,32531,50
2022-06,台北車站,市政府,93838,1
2022-06,西門,台北車站,91514,2
2022-06,台北車站,西門,90194,3
2022-06,市政府,台北車站,89971,4
2022-06,淡水,台北車站,62675,5
2022-06,台北車站,忠孝復興,62449,6
2022-06,忠孝復興,台北車站,60233,7
2022-06,台北車站,淡水,58249,8
2022-06,台北車站,台北101/世貿,54665,9
2022-06,台北車站,石牌,54056,10
2022-06,忠孝敦化,市政府,53909,11
2022-06,台北101/世貿,台北車站,53480,12
2022-06,台北車站,忠孝敦化,53403,13
2022-06,台北車站,中山,53187,14
2022-06,忠孝新生,台北車站,52562,15
2022-06,中山,台北車站,52470,16
2022-06,新埔,BL板橋,52167,17
2022-06,忠孝敦化,台北車站,51960,18
2022-06,石牌,台北車站,51576,19
2022-06,台北車站,忠孝新生,51287,20
2022-06,市政府,忠孝敦化,51207,21
2022-06,市政府,南港,50080,22
2022-06,中正紀念堂,台北車站,49159,23
2022-06,台北車站,頂溪,48449,24
2022-06,劍潭,台北車站,47953,25
2022-06,南港展覽館,市政府,47781,26
2022-06,南港,市政府,47715,27
2022-06,公館,台北車站,47425,28
2022-06,BL板橋,新埔,46538,29
2022-06,台北車站,中正紀念堂,46423,30
2022-06,西門,市政府,45900,31
2022-06,台北車站,公館,45735,32
2022-06,市政府,西門,44908,33
2022-06,台北車站,劍潭,44556,34
2022-06,市政府,忠孝復興,44463,35
2022-06,頂溪,台北車站,43767,36
2022-06,忠孝復興,市政府,43756,37
2022-06,市政府,南港展覽館,43679,38
2022-06,台北車站,士林,42136,39
2022-06,士林,台北車站,41792,40
2022-06,BL板橋,海山,40981,41
2022-06,BL板橋,江子翠,40607,42
2022-06,江子翠,BL板橋,40537,43
2022-06,台北車站,雙連,40455,44
2022-06,市政府,後山埤,40212,45
2022-06,台北車站,新埔,39869,46
2022-06,台北車站,芝山,39761,47
2022-06,台北車站,信義安和,39490,48
2022-06,台北車站,古亭,39295,49
2022-06,西門,BL板橋,39265,50
2022-07,西門,台北車站,140527,1
2022-07,台北車站,西門,138346,2
2022-07,台北車站,市政府,131882,3
2022-07,市政府,台北車站,126315,4
2022-07,台北車站,台北101/世貿,97041,5
2022-07,台北101/世貿,台北車站,94097,6
2022-07,淡水,台北車站,85488,7
2022-07,台北車站,忠孝復興,82462,8
2022-07,忠孝復興,台北車站,81007,9
2022-07,台北車站,淡水,79378,10
2022-07,台北車站,中山,74816,11
2022-07,忠孝新生,台北車站,74666,12
2022-07,中山,台北車站,73695,13
2022-07,台北車站,忠孝新生,73020,14
2022-07,台北車站,忠孝敦化,71568,15
2022-07,忠孝敦化,台北車站,68575,16
2022-07,忠孝敦化,市政府,68558,17
2022-07,台北車站,石牌,66804,18
2022-07,台北車站,圓山,66337,19
2022-07,劍潭,台北車站,66062,20
2022-07,市政府,忠孝敦化,65585,21
2022-07,新埔,BL板橋,65206,22
2022-07,市政府,南港,64965,23
2022-07,圓山,台北車站,64542,24
2022-07,石牌,台北車站,64178,25
2022-07,公館,台北車站,63412,26
2022-07,台北車站,劍潭,62992,27
2022-07,台北車站,頂溪,62969,28
2022-07,南港,市政府,61727,29
2022-07,中正紀念堂,台北車站,61591,30
2022-07,台北車站,公館,61524,31
2022-07,市政府,西門,61357,32
2022-07,西門,市政府,60835,33
2022-07,台北車站,士林,60264,34
2022-07,南港展覽館,市政府,60004,35
2022-07,台北車站,中正紀念堂,59014,36
2022-07,BL板橋,新埔,58847,37
2022-07,士林,台北車站,57588,38
2022-07,頂溪,台北車站,57257,39
2022-07,市政府,忠孝復興,57183,40
2022-07,忠孝復興,市政府,55957,41
2022-07,市政府,南港展覽館,53391,42
2022-07,台北車站,雙連,52322,43
2022-07,BL板橋,海山,52175,44
2022-07,台北車站,信義安和,51911,45
2022-07,台北車站,芝山,51690,46
2022-07,BL板橋,江子翠,51373,47
2022-07,西門,BL板橋,51345,48
2022-07,台北車站,古亭,51275,49
2022-07,台北車站,新埔,51152,50
2022-08,西門,台北車站,150224,1
2022-08,台北車站,西門,144094,2
2022-08,台北車站,市政府,140593,3
2022-08,市政府,台北車站,136063,4
2022-08,台北101/世貿,台北車站,97518,5
2022-08,台北車站,台北101/世貿,96573,6
2022-08,淡水,台北車站,92408,7
2022-08,台北車站,忠孝復興,88852,8
2022-08,忠孝復興,台北車站,88851,9
2022-08,台北車站,淡水,85032,10
2022-08,台北車站,中山,82682,11
2022-08,中山,台北車站,82374,12
2022-08,忠孝新生,台北車站,82243,13
2022-08,台北車站,忠孝新生,81299,14
2022-08,台北車站,忠孝敦化,76971,15
2022-08,忠孝敦化,台北車站,73806,16
2022-08,公館,台北車站,72654,17
2022-08,台北車站,石牌,72414,18
2022-08,台北車站,公館,70797,19
2022-08,劍潭,台北車站,70655,20
2022-08,忠孝敦化,市政府,69772,21
2022-08,石牌,台北車站,69198,22
2022-08,市政府,南港,68864,23
2022-08,中正紀念堂,台北車站,67849,24
2022-08,新埔,BL板橋,67722,25
2022-08,市政府,忠孝敦化,67589,26
2022-08,台北車站,劍潭,67000,27
2022-08,台北車站,頂溪,66438,28
2022-08,南港,市政府,65275,29
2022-08,台北車站,中正紀念堂,64058,30
2022-08,南港展覽館,市政府,63862,31
2022-08,台北車站,士林,63644,32
2022-08,市政府,西門,63458,33
2022-08,西門,市政府,63303,34
2022-08,士林,台北車站,61733,35
2022-08,BL板橋,新埔,61108,36
2022-08,市政府,忠孝復興,60945,37
2022-08,忠孝復興,市政府,60355,38
2022-08,頂溪,台北車站,59954,39
2022-08,台北車站,雙連,57317,40
2022-08,台北車站,信義安和,56662,41
2022-08,市政府,南港展覽館,56444,42
2022-08,BL板橋,海山,55730,43
2022-08,台北車站,芝山,55436,44
2022-08,台北車站,圓山,54883,45
2022-08,台北車站,古亭,54766,46
2022-08,BL板橋,江子翠,53639,47
2022-08,西門,BL板橋,53610,48
2022-08,芝山,台北車站,53328,49
2022-08,雙連,台北車站,53214,50
2022-09,台北車站,市政府,129344,1
2022-09,市政府,台北車站,127848,2
2022-09,西門,台北車站,125207,3
2022-09,台北車站,西門,121747,4
2022-09,淡水,台北車站,92465,5
2022-09,台北車站,台北101/世貿,86577,6
2022-09,台北101/世貿,台北車站,86528,7
2022-09,台北車站,淡水,83872,8
2022-09,台北車站,忠孝復興,81700,9
2022-09,忠孝復興,台北車站,80819,10
2022-09,忠孝新生,台北車站,78748,11
2022-09,台北車站,忠孝新生,77031,12
2022-09,公館,台北車站,75282,13
2022-09,台北車站,中山,72795,14
2022-09,中山,台北車站,72349,15
2022-09,台北車站,石牌,72267,16
2022-09,台北車站,公館,71623,17
2022-09,劍潭,台北車站,71573,18
2022-09,中正紀念堂,台北車站,69344,19
2022-09,石牌,台北車站,69164,20
2022-09,台北車站,忠孝敦化,67761,21
2022-09,市政府,南港,66482,22
2022-09,新埔,BL板橋,66362,23
2022-09,台北車站,劍潭,66197,24
2022-09,忠孝敦化,台北車站,65828,25
2022-09,台北車站,中正紀念堂,63426,26
2022-09,忠孝敦化,市政府,63408,27
2022-09,台北車站,頂溪,62918,28
2022-09,南港,市政府,62479,29
2022-09,士林,台北車站,61919,30
2022-09,市政府,忠孝敦化,61484,31
2022-09,台北車站,士林,59560,32
2022-09,BL板橋,新埔,59470,33
2022-09,南港展覽館,市政府,59379,34
2022-09,市政府,西門,57783,35
2022-09,西門,市政府,57057,36
2022-09,市政府,忠孝復興,56888,37
2022-09,善導寺,台北車站,56126,38
2022-09,忠孝復興,市政府,55987,39
2022-09,頂溪,台北車站,55503,40
2022-09,台北車站,善導寺,53981,41
2022-09,BL板橋,海山,53365,42
2022-09,市政府,南港展覽館,53064,43
2022-09,台北車站,古亭,52181,44
2022-09,台北車站,雙連,52086,45
2022-09,台北車站,信義安和,51890,46
2022-09,台北車站,圓山,51725,47
2022-09,台北車站,芝山,51284,48
2022-09,台北車站,新埔,50901,49
2022-09,古亭,台北車站,50735,50
2022-10,台北車站,市政府,147444,1
2022-10,西門,台北車站,144134,2
2022-10,市政府,台北車站,142939,3
2022-10,台北車站,西門,139929,4
2022-10,台北101/世貿,台北車站,98608,5
2022-10,台北車站,台北101/世貿,97132,6
2022-10,淡水,台北車站,95735,7
2022-10,台北車站,忠孝復興,88955,8
2022-10,台北車站,淡水,88250,9
2022-10,忠孝復興,台北車站,87768,10
2022-10,忠孝新生,台北車站,82934,11
2022-10,台北車站,中山,82095,12
2022-10,劍潭,台北車站,81899,13
2022-10,中山,台北車站,81206,14
2022-10,台北車站,忠孝新生,79776,15
2022-10,公館,台北車站,77941,16
2022-10,中正紀念堂,台北車站,76603,17
2022-10,台北車站,石牌,76345,18
2022-10,台北車站,劍潭,76145,19
2022-10,台北車站,公館,74825,20
2022-10,新埔,BL板橋,74668,21
2022-10,市政府,南港,74249,22
2022-10,台北車站,忠孝敦化,73630,23
2022-10,忠孝敦化,市政府,73136,24
2022-10,石牌,台北車站,72604,25
2022-10,忠孝敦化,台北車站,71218,26
2022-10,台北車站,中正紀念堂,70602,27
2022-10,市政府,西門,69540,28
2022-10,市政府,忠孝敦化,69052,29
2022-10,南港,市政府,68894,30
2022-10,西門,市政府,68527,31
2022-10,士林,台北車站,67580,32
2022-10,BL板橋,新埔,67517,33
2022-10,台北車站,頂溪,66666,34
2022-10,台北車站,士林,65381,35
2022-10,忠孝復興,市政府,64984,36
2022-10,南港展覽館,市政府,64449,37
2022-10,市政府,忠孝復興,64425,38
2022-10,善導寺,台北車站,61514,39
2022-10,台北車站,圓山,60961,40
2022-10,台北車站,善導寺,59631,41
2022-10,頂溪,台北車站,59514,42
2022-10,BL板橋,海山,58982,43
2022-10,圓山,台北車站,58849,44
2022-10,市政府,南港展覽館,58164,45
2022-10,台北車站,芝山,56060,46
2022-10,台北車站,雙連,55831,47
2022-10,台北車站,古亭,55751,48
2022-10,西門,BL板橋,55598,49
2022-10,BL板橋,江子翠,55129,50
2022-11,台北車站,市政府,144589,1
2022-11,西門,台北車站,142726,2
2022-11,市政府,台北車站,140690,3
2022-11,台北車站,西門,140114,4
2022-11,台北車站,忠孝復興,104030,5
2022-11,忠孝復興,台北車站,101482,6
2022-11,淡水,台北車站,101407,7
2022-11,台北101/世貿,台北車站,92388,8
2022-11,台北車站,台北101/世貿,91885,9
2022-11,台北車站,淡水,90423,10
2022-11,劍潭,台北車站,84640,11
2022-11,忠孝新生,台北車站,84484,12
2022-11,公館,台北車站,83379,13
2022-11,台北車站,中山,83208,14
2022-11,台北車站,忠孝新生,81779,15
2022-11,中山,台北車站,81268,16
2022-11,中正紀念堂,台北車站,80388,17
2022-11,台北車站,石牌,80147,18
2022-11,新埔,BL板橋,79426,19
2022-11,台北車站,劍潭,78541,20
2022-11,台北車站,公館,78541,21
2022-11,石牌,台北車站,77218,22
2022-11,台北車站,忠孝敦化,77060,23
2022-11,忠孝敦化,台北車站,75459,24
2022-11,市政府,南港,75238,25
2022-11,南港展覽館,市政府,75144,26
2022-11,台北車站,中正紀念堂,75065,27
2022-11,士林,台北車站,74165,28
2022-11,西門,BL板橋,73101,29
2022-11,市政府,忠孝復興,72496,30
2022-11,台北車站,士林,72220,31
2022-11,南港,市政府,71563,32
2022-11,忠孝復興,市政府,71287,33
2022-11,BL板橋,新埔,71260,34
2022-11,忠孝敦化,市政府,69933,35
2022-11,台北車站,頂溪,67054,36
2022-11,市政府,忠孝敦化,67031,37
2022-11,市政府,南港展覽館,66257,38
2022-11,西門,市政府,64674,39
2022-11,BL板橋,海山,64645,40
2022-11,市政府,西門,64498,41
2022-11,BL板橋,西門,63954,42
2022-11,台北車站,善導寺,63099,43
2022-11,台北車站,圓山,62974,44
2022-11,善導寺,台北車站,62909,45
2022-11,台北車站,BL板橋,61995,46
2022-11,圓山,台北車站,60796,47
2022-11,BL板橋,江子翠,60751,48
2022-11,台北車站,雙連,59913,49
2022-11,頂溪,台北車站,59802,50
2022-12,台北車站,西門,195814,1
2022-12,西門,台北車站,193560,2
2022-12,台北車站,市政府,188078,3
2022-12,市政府,台北車站,185204,4
2022-12,台北車站,台北101/世貿,146388,5
2022-12,台北101/世貿,台北車站,141066,6
2022-12,西門,BL板橋,114636,7
2022-12,台北車站,忠孝復興,113102,8
2022-12,忠孝復興,台北車站,111872,9
2022-12,淡水,台北車站,109796,10
2022-12,台北車站,中山,104566,11
2022-12,BL板橋,西門,101718,12
2022-12,中山,台北車站,100608,13
2022-12,忠孝新生,台北車站,99464,14
2022-12,劍潭,台北車站,98659,15
2022-12,台北車站,淡水,97957,16
2022-12,台北車站,忠孝新生,96922,17
2022-12,忠孝敦化,市政府,96252,18
2022-12,台北車站,忠孝敦化,95305,19
2022-12,新埔,BL板橋,94947,20
2022-12,忠孝敦化,台北車站,92021,21
2022-12,台北車站,BL板橋,91718,22
2022-12,市政府,南港,91495,23
2022-12,中正紀念堂,台北車站,90547,24
2022-12,台北車站,劍潭,90144,25
2022-12,公館,台北車站,89483,26
2022-12,市政府,忠孝敦化,89362,27
2022-12,西門,市政府,88976,28
2022-12,市政府,西門,87625,29
2022-12,南港,市政府,85845,30
2022-12,台北車站,石牌,85841,31
2022-12,台北車站,中正紀念堂,85651,32
2022-12,BL板橋,新埔,85094,33
2022-12,士林,台北車站,84518,34
2022-12,石牌,台北車站,84382,35
2022-12,台北車站,士林,83945,36
2022-12,台北車站,公館,80737,37
2022-12,忠孝復興,市政府,80566,38
